publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2022p637672,earthquake,2022-08-24T22:31:38.990Z,2022-08-25T00:20:12.653Z,177.9124603,-38.00910187,1.774605757,32.65310669,M,,LOCSAT,confirmed,manual,iasp91,18,11,7,0.1757017374,89.62734985,0.531852302,0
2022p637596,earthquake,2022-08-24T21:50:19.674Z,2022-09-07T04:09:51.561Z,-179.1467133,-33.2997551,3.937366649,100,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,18,14,7,4.1598382,186.8494482,0.4900763893,0.09732219936
2022p637590,earthquake,2022-08-24T21:48:12.550Z,2022-08-24T23:25:24.713Z,175.8377686,-38.66466522,1.874684403,119.3093719,M,,LOCSAT,confirmed,manual,iasp91,23,16,4,0.4835679233,178.898571,0.3573985078,0
2022p637584,earthquake,2022-08-24T21:44:52.389Z,2022-08-24T21:58:58.590Z,173.6955109,-41.31896973,1.58501449,48.31509781,M,,LOCSAT,confirmed,manual,iasp91,23,15,5,0.08179362863,79.55985641,0.5375547322,0
2022p637581,earthquake,2022-08-24T21:43:15.693Z,2022-09-07T04:06:15.233Z,178.7416077,-38.58678436,2.732240953,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,21,14,12,0.4313545823,247.4740601,0.6687444232,0.1343337994
2022p637576,earthquake,2022-08-24T21:40:38.706Z,2022-08-24T23:31:36.476Z,175.9826965,-40.43270874,1.739038898,19.64335442,M,,LOCSAT,confirmed,manual,iasp91,28,17,8,0.1221886054,69.1559906,0.4181461894,0
2022p637493,earthquake,2022-08-24T20:56:31.125Z,2022-08-24T21:08:25.237Z,174.7827301,-40.84300232,1.714796605,29.63809586,M,,LOCSAT,confirmed,manual,iasp91,29,19,6,0.09797884524,160.1503754,0.6056032779,0
2022p637488,earthquake,2022-08-24T20:53:53.325Z,2022-08-25T00:28:06.090Z,175.8470154,-38.24773026,2.177082274,153.3287811,M,,LOCSAT,confirmed,manual,iasp91,20,16,7,0.9250424504,239.725296,0.4449975327,0
2022p637421,earthquake,2022-08-24T20:18:14.094Z,2022-08-24T20:33:34.408Z,176.7719879,-39.56396866,1.512753572,27.56089973,M,,LOCSAT,confirmed,manual,iasp91,18,11,5,0.1226128265,72.65965271,0.3306327328,0
2022p637400,earthquake,2022-08-24T20:06:57.476Z,2022-08-24T20:32:04.695Z,172.8381042,-40.99069595,2.298332627,199.6116028,M,,LOCSAT,confirmed,manual,iasp91,29,20,5,0.1020565554,132.3393402,0.4028579723,0
2022p637396,earthquake,2022-08-24T20:05:01.368Z,2022-08-28T21:18:14.363Z,169.9190521,-43.66293335,2.519928537,5,ML,operator assigned,LOCSAT,preliminary,manual,iasp91,11,10,8,0.1511277258,87.15744019,1.520738669,0.1900402341
2022p637393,earthquake,2022-08-24T20:03:07.325Z,2022-08-24T21:00:59.075Z,172.9312134,-42.07110977,2.31749655,32.32966995,M,,LOCSAT,confirmed,manual,iasp91,32,18,3,0.1779421568,74.74084473,0.4848221223,0
2022p637384,earthquake,2022-08-24T19:58:35.938Z,2022-08-24T20:26:28.704Z,175.6664124,-39.5164566,1.448857693,14.97481537,M,,LOCSAT,confirmed,manual,iasp91,23,15,13,0.1283760667,109.5489197,0.5102323011,0
2022p637324,earthquake,2022-08-24T19:26:28.107Z,2022-08-24T21:06:48.798Z,176.799408,-38.60259247,1.82217351,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,9,6,0.1273641437,117.4513397,0.5513028643,0
2022p637276,earthquake,2022-08-24T19:00:29.046Z,2022-09-07T04:02:29.905Z,-178.0023346,-33.6907196,4.899910638,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,23,19,18,4.415733814,210.3510789,0.9525976248,0.1243291662
2022p637246,earthquake,2022-08-24T18:44:52.208Z,2022-08-24T19:03:22.204Z,177.4704285,-37.8679924,1.624854912,66.22037506,M,,LOCSAT,confirmed,manual,iasp91,16,10,5,0.1903141439,203.7758102,0.2951749766,0
2022p637215,earthquake,2022-08-24T18:28:27.676Z,2022-08-24T18:35:30.017Z,174.1624451,-41.79280472,1.471030435,13.82258511,M,,LOCSAT,confirmed,manual,iasp91,26,20,3,0.05823609233,141.1596451,0.5176181303,0
2022p637162,earthquake,2022-08-24T18:00:12.525Z,2022-08-24T18:03:37.503Z,176.256073,-38.00776672,2.29845828,51.22390747,M,,LOCSAT,confirmed,manual,iasp91,15,11,7,0.6192893982,267.3980255,0.2795088638,0
2022p637154,earthquake,2022-08-24T17:55:48.739Z,2022-08-24T17:58:57.934Z,176.7364044,-39.58428192,1.448870834,21.62312889,M,,LOCSAT,confirmed,manual,iasp91,19,12,4,0.1431670785,118.1470184,0.2695899321,0
2022p637089,earthquake,2022-08-24T17:21:22.258Z,2022-08-24T17:24:16.767Z,174.1077271,-39.62781143,2.520238766,130.1108704,M,,LOCSAT,confirmed,manual,iasp91,22,19,6,0.2880755961,122.9609375,0.3674060462,0
2022p637088,earthquake,2022-08-24T17:20:45.560Z,2022-08-24T17:24:30.296Z,175.7708588,-40.88825989,1.894348681,20.13353157,M,,LOCSAT,confirmed,manual,iasp91,31,21,9,0.1119937822,63.58617401,0.2835544005,0
2022p637038,earthquake,2022-08-24T16:54:19.303Z,2022-08-24T16:57:13.119Z,173.6893616,-42.06240845,2.042827227,25.58437538,M,,LOCSAT,confirmed,manual,iasp91,26,15,3,0.1246522292,67.2451973,0.6099168359,0
2022p637032,earthquake,2022-08-24T16:50:55.527Z,2022-08-24T16:55:16.009Z,176.9132996,-39.70957947,1.83935191,40.45016098,M,,LOCSAT,confirmed,manual,iasp91,36,24,11,0.04626014829,118.9589767,0.4899953788,0
2022p636938,earthquake,2022-08-24T16:00:51.173Z,2022-08-24T16:04:22.499Z,179.930069,-37.57502747,2.506930272,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,2,1.226319313,314.5820465,0.4303262433,0
2022p636925,earthquake,2022-08-24T15:53:57.415Z,2022-09-07T03:58:45.705Z,174.0234985,-40.98997879,2.555512846,53.70386124,MLv,,LOCSAT,confirmed,manual,iasp91,50,34,19,0.2033102214,59.8815918,0.5308885919,0.2155794951
2022p636734,earthquake,2022-08-24T14:12:11.236Z,2022-08-24T14:14:39.849Z,176.0121918,-38.78002167,1.516153493,4.070018768,M,,LOCSAT,confirmed,manual,iasp91,17,13,4,0.1030659005,91.48666382,0.486926749,0
2022p636713,earthquake,2022-08-24T14:00:50.002Z,2022-08-24T14:04:28.741Z,174.9728394,-39.25039291,1.83532177,18.08609772,M,,LOCSAT,confirmed,manual,iasp91,28,25,7,0.2088181823,128.1179199,0.3788316927,0
2022p636656,earthquake,2022-08-24T13:30:48.414Z,2022-08-24T14:05:40.362Z,175.9813385,-38.83218765,1.550482854,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,12,3,0.1668829769,96.81179047,0.3038436368,0
2022p636619,earthquake,2022-08-24T13:10:52.042Z,2022-09-07T03:48:53.190Z,175.7584229,-37.96698761,3.232095683,255.3690491,MLv,,LOCSAT,confirmed,manual,iasp91,53,46,62,0.3110910356,87.09434509,0.4576552019,0.5216384563
2022p636603,earthquake,2022-08-24T13:02:33.678Z,2022-08-24T13:06:24.830Z,172.6124878,-41.22854996,2.097631428,136.8441315,M,,LOCSAT,confirmed,manual,iasp91,29,20,5,0.2024125159,121.7057037,0.359443454,0
2022p636552,earthquake,2022-08-24T12:34:59.620Z,2022-08-24T12:39:01.290Z,175.7039948,-39.50466156,0.7554730356,12.10277557,M,,LOCSAT,confirmed,manual,iasp91,25,17,4,0.1048405096,108.524231,0.3608997897,0
2022p636428,earthquake,2022-08-24T11:29:10.944Z,2022-08-24T12:30:40.997Z,175.6522827,-39.12057114,1.326034511,3.826202154,M,,LOCSAT,confirmed,manual,iasp91,16,13,7,0.02748086862,58.39074707,0.05577153062,0
2022p636347,earthquake,2022-08-24T10:46:20.891Z,2022-08-24T10:55:24.275Z,175.962677,-38.81835938,1.418104343,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,10,9,6,0.1522342265,106.4318085,0.1459606608,0
2022p636343,earthquake,2022-08-24T10:43:44.275Z,2022-08-24T10:49:18.037Z,175.93396,-38.84387207,1.043108972,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,10,10,3,0.1283270419,226.8048859,0.351525812,0
2022p636311,earthquake,2022-08-24T10:26:42.318Z,2022-08-24T10:31:30.904Z,176.9141998,-39.59628296,1.642746251,22.57782173,M,,LOCSAT,confirmed,manual,iasp91,31,19,6,0.07913398743,105.3494606,0.2988285195,0
2022p636257,earthquake,2022-08-24T09:58:24.982Z,2022-08-24T10:07:02.960Z,175.817627,-38.44166183,1.56442047,177.5496674,M,,LOCSAT,confirmed,manual,iasp91,23,17,3,0.7301909924,210.0449371,0.4076490817,0
2022p636246,earthquake,2022-08-24T09:51:21.405Z,2022-09-07T03:39:39.785Z,178.9003906,-35.31142426,3.351126892,213.9991455,MLv,,LOCSAT,confirmed,manual,iasp91,22,14,6,2.296790123,308.6944733,0.3937398168,0.2302227565
2022p636222,earthquake,2022-08-24T09:39:36.630Z,2022-08-24T09:43:28.722Z,177.9751282,-38.87636185,1.508542814,28.26619148,MLv,,LOCSAT,confirmed,manual,iasp91,16,11,6,0.08524668217,190.5314406,0.3443984708,0.2793178706
2022p636144,earthquake,2022-08-24T08:57:55.553Z,2022-08-24T09:04:55.626Z,177.7422943,-38.285923,0.8510904025,51.80766678,M,,LOCSAT,confirmed,manual,iasp91,16,9,2,0.1743300706,91.52622986,0.2473118637,0
2022p636140,earthquake,2022-08-24T08:55:29.746Z,2022-08-24T09:00:54.653Z,176.2274933,-40.32160187,1.877195647,45.16283035,M,,LOCSAT,confirmed,manual,iasp91,33,19,8,0.05180342495,51.51503754,0.5095727199,0
2022p636127,earthquake,2022-08-24T08:48:58.929Z,2022-09-07T03:37:30.781Z,179.8651123,-37.53791428,2.659322313,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,23,17,6,1.184375048,314.6790924,0.2960791946,0.1190001528
2022p636074,earthquake,2022-08-24T08:20:44.808Z,2022-08-24T08:29:37.586Z,168.2430725,-44.60756302,2.399855633,60.17544556,M,,LOCSAT,confirmed,manual,iasp91,22,15,2,0.2354443222,142.5918999,0.4135426899,0
2022p636067,earthquake,2022-08-24T08:16:44.217Z,2022-09-07T03:27:40.377Z,177.6649933,-36.624897,2.775776235,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,17,13,7,1.067052245,282.4755249,1.112837674,0.08197818419
2022p636031,earthquake,2022-08-24T07:57:45.389Z,2022-08-24T08:09:28.097Z,175.97258,-38.83223724,1.874054562,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,19,17,21,0.1601850539,68.1055603,0.3120802601,0.1201021941
2022p636005,earthquake,2022-08-24T07:43:49.767Z,2022-08-24T07:46:46.147Z,175.252182,-41.25748825,1.375756508,20.71560097,M,,LOCSAT,confirmed,manual,iasp91,31,17,4,0.1582183987,87.97865295,0.319393111,0
2022p635969,earthquake,2022-08-24T07:24:32.744Z,2022-08-24T07:35:38.903Z,175.3132782,-40.78765869,2.401061244,21.26859283,MLv,,LOCSAT,confirmed,manual,iasp91,29,19,9,0.11234501,62.01089478,0.3463064846,0.2543401704
2022p635891,earthquake,2022-08-24T06:43:04.900Z,2022-08-24T06:57:30.455Z,176.9317627,-39.57432175,1.950130244,22.59948921,MLv,,LOCSAT,confirmed,manual,iasp91,26,17,11,0.07281796634,65.47779465,0.2811930347,0.2236043266
2022p635845,earthquake,2022-08-24T06:18:44.424Z,2022-08-24T06:21:34.586Z,177.6252136,-38.77848816,2.066711516,38.70640182,MLv,,LOCSAT,confirmed,manual,iasp91,30,20,8,0.129403159,68.26747513,0.436373934,0.1366967362
2022p635843,earthquake,2022-08-24T06:17:20.586Z,2022-08-24T06:33:08.137Z,175.9950409,-38.83330917,2.564127299,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,17,28,0.09504900128,88.00466919,0.2288163422,0
2022p635816,earthquake,2022-08-24T06:03:18.270Z,2022-08-24T06:49:22.675Z,175.9287415,-38.76495743,2.557087752,5,MLv,operator assigned,LOCSAT,preliminary,manual,iasp91,25,22,31,0.1013793126,56.94009399,0.6638381415,0.1286013053
2022p635556,earthquake,2022-08-24T03:44:18.050Z,2022-08-24T04:00:07.691Z,174.2583008,-41.72067261,1.710347903,13.26984119,M,,LOCSAT,confirmed,manual,iasp91,18,12,6,0.04370740056,172.3603058,0.4664274365,0
2022p635235,earthquake,2022-08-24T00:53:36.629Z,2022-08-24T19:06:32.711Z,177.9655304,-38.44345474,2.327960557,18.05418968,M,,LOCSAT,confirmed,manual,iasp91,31,19,10,0.09200242162,70.20253372,0.5031093937,0
2022p634984,earthquake,2022-08-23T22:39:42.480Z,2022-09-07T03:20:34.614Z,174.2541809,-39.69773102,2.926252461,117.598732,MLv,,LOCSAT,confirmed,manual,iasp91,35,27,36,0.2635326385,73.40412903,0.2831457085,0.2483866978
2022p634902,earthquake,2022-08-23T21:56:08.878Z,2022-08-23T23:57:07.953Z,177.9667816,-38.45952225,1.604996454,21.4336071,M,,LOCSAT,confirmed,manual,iasp91,19,11,5,0.09506701678,115.6811066,0.5487737925,0
2022p634858,earthquake,2022-08-23T21:32:31.849Z,2022-08-23T21:53:02.615Z,175.6828613,-39.53409576,1.180858893,11.99181461,M,,LOCSAT,confirmed,manual,iasp91,17,11,4,0.1382332146,182.2737274,0.4776685689,0
2022p634834,earthquake,2022-08-23T21:19:54.311Z,2022-08-23T22:09:15.114Z,175.9805298,-38.83792496,1.520792003,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,10,7,0.1651732773,135.5240784,0.2350511391,0
2022p634703,earthquake,2022-08-23T20:09:59.707Z,2022-08-23T20:26:16.875Z,175.9886017,-38.82709885,1.626311242,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,13,6,0.1627372354,99.87319946,0.2226019068,0
2022p634704,earthquake,2022-08-23T20:09:56.935Z,2022-09-07T03:13:16.605Z,173.4014893,-40.33409882,2.835873462,168.9276733,MLv,,LOCSAT,confirmed,manual,iasp91,24,17,19,0.642427206,129.3215714,0.4644867222,0.146784294
2022p634691,earthquake,2022-08-23T20:03:37.658Z,2022-08-23T21:12:53.417Z,175.9744415,-38.83235168,1.596928614,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,16,12,7,0.1615811437,97.67404175,0.4146421438,0.1010918464
2022p634688,earthquake,2022-08-23T20:02:14.206Z,2022-08-23T20:09:22.481Z,176.0106354,-38.84518051,1.64459235,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,11,6,0.1647279561,88.18107605,0.3910815186,0
2022p634685,earthquake,2022-08-23T20:00:15.905Z,2022-09-07T02:55:48.174Z,177.4987488,-36.86603928,3.299090063,142.1709747,MLv,,LOCSAT,confirmed,manual,iasp91,28,19,37,0.9168270826,201.0839081,0.3595203722,0.2867398118
2022p634679,earthquake,2022-08-23T19:57:13.941Z,2022-08-23T20:10:50.448Z,175.9718475,-38.83049774,2.56270303,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,49,38,37,0.1600094736,32.64437866,0.4037210393,0
2022p634647,earthquake,2022-08-23T19:41:01.159Z,2022-09-07T02:21:19.767Z,175.9821777,-38.82302475,2.77898489,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,25,20,49,0.1092799976,44.52224731,0.4430601648,0.1167760421
2022p634633,earthquake,2022-08-23T19:32:55.307Z,2022-08-23T19:40:18.506Z,175.9705963,-38.82607269,2.238867118,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,20,24,0.1587742865,54.02807617,0.2216715112,0
2022p634605,earthquake,2022-08-23T19:17:49.804Z,2022-08-23T19:48:38.805Z,175.0281372,-40.24949646,2.428326021,26.97320175,M,,LOCSAT,confirmed,manual,iasp91,39,26,19,0.2240319997,60.55961609,0.4770640792,0
2022p634555,earthquake,2022-08-23T18:51:03.651Z,2022-08-23T19:10:22.346Z,175.9717865,-38.83138657,1.944303327,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,18,6,0.1597649902,95.91373444,0.2727983191,0
2022p634368,earthquake,2022-08-23T17:11:31.542Z,2022-09-07T04:23:14.351Z,177.100235,-36.81701279,2.346363908,279.137207,MLv,,LOCSAT,confirmed,manual,iasp91,26,18,5,1.083912969,254.0986176,0.4147508966,0.2731140876
2022p634347,earthquake,2022-08-23T17:00:21.910Z,2022-08-23T17:06:35.291Z,175.0188293,-41.59466171,2.060072306,23.68811607,MLv,,LOCSAT,confirmed,manual,iasp91,27,22,7,0.161468789,141.650177,0.4331529984,0.400475684
2022p634334,earthquake,2022-08-23T16:53:38.120Z,2022-08-23T16:59:06.097Z,175.8321991,-38.33380508,2.594716609,145.8902893,M,,LOCSAT,confirmed,manual,iasp91,42,34,16,0.6559625268,107.8527527,0.5626550921,0
2022p634325,earthquake,2022-08-23T16:48:25.384Z,2022-09-07T02:16:24.525Z,179.504303,-36.24816132,3.249796861,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,26,21,9,1.625370383,282.7988129,0.5922632122,0.07581678521
2022p634271,earthquake,2022-08-23T16:19:52.806Z,2022-08-23T16:47:57.403Z,175.8564148,-38.71311569,1.947236273,83.58815002,M,,LOCSAT,confirmed,manual,iasp91,33,22,8,0.4097537994,82.75683594,0.3837362469,0
2022p634180,earthquake,2022-08-23T15:31:08.329Z,2022-08-23T15:34:11.571Z,178.8131561,-38.61541748,2.572564042,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,19,7,0.4927866459,252.7750092,0.7041555052,0
2022p634162,earthquake,2022-08-23T15:21:34.807Z,2022-08-23T15:27:51.346Z,176.6777191,-37.69179153,2.184102197,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,17,11,0.2926496565,133.7696915,0.2412109981,0
2022p634145,earthquake,2022-08-23T15:12:55.206Z,2022-08-23T16:46:29.074Z,176.6841431,-37.68569183,2.158217498,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,18,7,0.298822701,134.5622177,0.3187603822,0
2022p634132,earthquake,2022-08-23T15:05:31.188Z,2022-08-23T15:29:06.289Z,175.7175903,-39.66879272,1.487511899,5.803443432,MLv,,LOCSAT,confirmed,manual,iasp91,22,13,1,0.3215136826,190.4107971,0.3340616398,0
2022p634101,earthquake,2022-08-23T14:49:40.713Z,2022-09-07T02:12:12.287Z,179.9558105,-37.496418,3.360964069,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,19,15,10,1.264642358,314.6164246,0.5120914957,0.1223860642
2022p634096,earthquake,2022-08-23T14:46:28.266Z,2022-08-23T15:33:04.050Z,176.6790161,-37.7125473,2.407635565,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,28,25,7,0.1465667486,132.2254333,0.3048381961,0.2752336352
2022p634048,earthquake,2022-08-23T14:21:01.896Z,2022-08-23T14:40:24.706Z,177.1406403,-37.6207428,1.937560807,36.23869324,MLv,,LOCSAT,confirmed,manual,iasp91,26,17,6,0.5268988013,247.9809799,0.5478075162,0.1359803014
2022p634047,earthquake,2022-08-23T14:20:30.461Z,2022-08-23T14:43:59.607Z,174.1630859,-41.78819275,1.475868592,8.163323402,MLv,,LOCSAT,confirmed,manual,iasp91,15,10,4,0.0545241721,174.8405609,0.2920851089,0.3748836919
2022p634013,earthquake,2022-08-23T14:02:12.909Z,2022-09-07T02:06:07.239Z,174.2523041,-39.70499039,3.72170054,116.0788193,MLv,,LOCSAT,confirmed,manual,iasp91,53,40,91,0.2706945837,80.42318726,0.3627451572,0.2395328121
2022p634007,earthquake,2022-08-23T13:59:09.343Z,2022-08-23T14:04:06.809Z,177.5732269,-39.42626953,1.937787023,25.45698547,M,,LOCSAT,confirmed,manual,iasp91,18,14,5,0.3765714467,222.8772392,0.3340490583,0
2022p633990,earthquake,2022-08-23T13:50:12.467Z,2022-08-23T13:53:23.521Z,176.4398041,-38.01591492,1.803635005,115.3466187,M,,LOCSAT,confirmed,manual,iasp91,22,21,4,0.528894186,188.8784637,0.5005057154,0
2022p633908,earthquake,2022-08-23T13:06:32.575Z,2022-08-23T13:09:59.280Z,176.8257904,-39.95632935,1.960625998,24.17869759,M,,LOCSAT,confirmed,manual,iasp91,21,15,7,0.07836513966,126.0504456,0.2540497564,0
2022p633885,earthquake,2022-08-23T12:54:04.696Z,2022-08-23T12:57:38.063Z,175.1592865,-39.30669785,1.279148579,16.73377419,M,,LOCSAT,confirmed,manual,iasp91,21,14,3,0.1462073624,103.5304565,0.33949108,0
2022p633698,earthquake,2022-08-23T11:14:29.816Z,2022-08-23T11:27:54.606Z,176.0583496,-39.0963707,1.670875203,47.0164566,M,,LOCSAT,confirmed,manual,iasp91,27,19,9,0.2733623385,129.3964577,0.3986270082,0
2022p633687,earthquake,2022-08-23T11:08:30.125Z,2022-09-07T02:01:08.236Z,179.6042938,-34.84225464,4.72570984,100,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,32,25,51,2.910192728,141.539629,1.002879192,0.2491935256
2022p633555,earthquake,2022-08-23T09:58:30.878Z,2022-08-23T10:05:58.160Z,170.9720764,-43.11685562,1.793610378,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,15,12,2,0.1775315404,100.7209873,0.5280475846,0.09262721368
2022p633521,earthquake,2022-08-23T09:40:17.551Z,2022-08-23T09:46:54.948Z,173.2158813,-40.31990051,1.963207952,175.6100769,MLv,,LOCSAT,confirmed,manual,iasp91,17,12,4,0.7271542549,243.2835464,0.3795831556,0.2605635455
2022p633449,earthquake,2022-08-23T09:01:38.737Z,2022-08-23T09:07:51.593Z,176.89534,-39.95418549,1.605056245,22.41076279,MLv,,LOCSAT,confirmed,manual,iasp91,18,11,6,0.08051086962,172.9801636,0.3438560778,0.2185461304
2022p633406,earthquake,2022-08-23T08:39:11.459Z,2022-08-23T08:51:10.380Z,174.4304199,-39.93450928,2.108070015,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,21,18,7,0.4636002183,95.30374146,0.5429468099,0.171864964
2022p633397,earthquake,2022-08-23T08:33:59.116Z,2022-09-07T01:56:59.839Z,173.5709839,-42.13767242,3.606608555,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,33,22,47,0.1422155946,71.80049896,0.3083225666,0.2544458475
2022p633387,earthquake,2022-08-23T08:28:43.003Z,2022-08-23T08:34:03.914Z,175.6402283,-38.36756897,2.215486687,236.9788361,M,,LOCSAT,confirmed,manual,iasp91,18,12,5,0.8074043393,223.007782,0.2892445459,0
2022p633278,earthquake,2022-08-23T07:30:46.837Z,2022-08-23T07:34:24.213Z,174.5900269,-40.50172043,2.501886926,63.57488251,M,,LOCSAT,confirmed,manual,iasp91,36,27,12,0.4334082007,81.98275757,0.3998951264,0
2022p633272,earthquake,2022-08-23T07:27:54.311Z,2022-08-23T07:34:19.689Z,179.9679108,-37.55494308,2.588637347,52.32151413,M,,LOCSAT,confirmed,manual,iasp91,16,12,2,1.259956598,315.6374817,0.4676075609,0
2022p633220,earthquake,2022-08-23T06:59:48.928Z,2022-08-23T07:03:25.204Z,175.7292633,-40.59363174,1.335899232,21.64176178,M,,LOCSAT,confirmed,manual,iasp91,22,14,3,0.05793069676,126.1959372,0.3687644561,0
2022p633216,earthquake,2022-08-23T06:57:51.366Z,2022-09-07T01:54:20.144Z,176.8713531,-37.9127388,2.998103328,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,36,31,43,0.09970537573,93.75286484,0.6605246182,0.2421282476
2022p633201,earthquake,2022-08-23T06:49:44.382Z,2022-08-23T06:55:45.269Z,179.1078491,-38.33181763,2.511469755,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,16,12,4,0.7187937498,286.7857666,0.3863849724,0.2735287365
2022p633180,earthquake,2022-08-23T06:38:41.982Z,2022-09-07T01:49:44.044Z,173.5712585,-42.13754654,4.125561871,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,34,25,65,0.1421991587,71.80250549,0.2915502639,0.2411337333
2022p633154,earthquake,2022-08-23T06:24:53.406Z,2022-09-07T01:51:17.174Z,178.1429443,-38.24161911,1.986489082,21.008955,MLv,,LOCSAT,confirmed,manual,iasp91,18,11,6,0.1435225159,140.1874866,0.3750989593,0.3026295197
2022p633103,earthquake,2022-08-23T05:57:30.424Z,2022-08-23T06:04:07.450Z,176.0966034,-38.89258575,1.504821517,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,2,0.2571783662,149.8967781,0.2292186817,0.03412696167
2022p633064,earthquake,2022-08-23T05:36:52.593Z,2022-09-07T01:47:33.786Z,173.5805206,-42.14152527,3.90005233,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,33,25,50,0.1489854902,74.09416962,0.4293289137,0.2405073758
2022p633055,earthquake,2022-08-23T05:32:04.676Z,2022-08-23T05:40:37.788Z,166.6515503,-45.85345078,2.582952198,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,10,3,0.3135270178,226.044529,0.7624986417,0.1870861598
2022p632962,earthquake,2022-08-23T04:42:15.209Z,2022-08-23T04:48:32.798Z,176.5213318,-40.39785004,1.950563059,22.43715858,MLv,,LOCSAT,confirmed,manual,iasp91,18,12,6,0.07120772451,176.1621208,0.3503547617,0.4064897539
2022p632931,earthquake,2022-08-23T04:25:52.097Z,2022-08-23T04:28:51.764Z,175.6498108,-39.134655,0.9712409035,4.169634819,M,,LOCSAT,confirmed,manual,iasp91,13,11,6,0.03079569526,66.05995941,0.04323936065,0
2022p632821,earthquake,2022-08-23T03:27:08.388Z,2022-08-23T03:35:03.069Z,168.769104,-44.95988846,2.439097873,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,21,16,3,0.1044112518,65.5236488,0.6131044699,0.5485359725
2022p632808,earthquake,2022-08-23T03:20:13.481Z,2022-08-23T03:22:44.026Z,177.0597992,-39.5706749,2.274329842,19.33859634,M,,LOCSAT,confirmed,manual,iasp91,32,21,16,0.08848620951,113.2028809,0.3723970714,0
2022p632790,earthquake,2022-08-23T03:10:59.715Z,2022-09-07T01:44:21.808Z,178.7653046,-38.59976959,2.794556095,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,17,12,7,0.4525312781,264.0742188,0.5292147181,0.1179807968
2022p632696,earthquake,2022-08-23T02:20:43.223Z,2022-08-23T02:28:37.867Z,178.1138916,-37.75618744,2.576764397,23.70209694,MLv,,LOCSAT,confirmed,manual,iasp91,18,12,11,0.2466139048,128.453228,0.3599941436,0.1515015148
2022p632648,earthquake,2022-08-23T01:55:06.913Z,2022-08-23T01:59:48.810Z,175.3441467,-39.23295212,0.7310121001,10.97996616,MLv,,LOCSAT,confirmed,manual,iasp91,20,15,7,0.05628175288,206.013895,0.2725616022,0.1822395281
2022p632544,earthquake,2022-08-23T00:59:44.568Z,2022-08-23T01:09:51.940Z,173.5949554,-42.44255066,1.830990088,12.08512592,M,,LOCSAT,confirmed,manual,iasp91,16,11,4,0.04922455177,121.3590775,0.7232211395,0
2022p632519,earthquake,2022-08-23T00:46:40.145Z,2022-08-23T00:51:42.214Z,174.4186401,-40.2690506,2.380332937,84.59406281,MLv,,LOCSAT,confirmed,manual,iasp91,33,25,9,0.6734597683,88.529953,0.5218299333,0.1982232487
